n_articles,articles,authors,title,work,publisher,year,identifier,url,unlinked,type
1,Silk Road,"Hermes, Taylor R.; Frachetti, Michael D.; Bullion, Elissa A.; Maksudov, Farhod; Mustafokulov, Samariddin; Makarewicz, Cheryl A.",Urban and nomadic isotopic niches reveal dietary connectivities along Central Asia's Silk Roads,Scientific Reports,,26 March 2018,10.1038/s41598-018-22995-2,,True,cite journal
1,Kushan Empire,"Aldrovandi, Cibele; Hirata, Elaine","Buddhism, Pax Kushana and Greco-Roman motifs: pattern and purpose in Gandharan iconography",Antiquity,,June 2005,10.1017/S0003598X00114103,https://www.cambridge.org/core/journals/antiquity/article/abs/buddhism-pax-kushana-and-grecoroman-motifs-pattern-and-purpose-in-gandharan-iconography/2D71B3DA60DB2549959DA7BDE49B9E69,False,cite journal
1,Kushan Empire,"Pulleyblank, Edwin G.",Chinese and Indo-Europeans,The Journal of the Royal Asiatic Society of Great Britain and Ireland,,1966,10.1017/S0035869X00124566,,True,cite journal
1,Palmyra,"Darley, Rebecca",Indian Ocean Trade in the First Millennium c.e.: Taking the Romans out of Indo-Roman?,[[The Journal of Roman Studies]],,November 2024,10.1017/S0075435824000315,https://www.cambridge.org/core/journals/journal-of-roman-studies/article/indian-ocean-trade-in-the-first-millennium-ce-taking-the-romans-out-of-indoroman/6254877B05C32F83C6CC9B1F93BF5C7F,False,cite journal
1,Palmyra,"Seland, Eivind Heldaas","Networks and Social Cohesion in Ancient Indian Ocean Trade: Geography, Ethnicity, Religion",Journal of Global History,Cambridge University Press,2013,10.1017/S1740022813000338,,True,cite journal
1,Silk Road,"Tsang, Cheng-hwa",Recent advances in the Iron Age archaeology of Taiwan,Bulletin of the Indo-Pacific Prehistory Association,,2000,10.7152/bippa.v20i0.11751,,True,cite journal
1,Sogdia,"Grenet, Frantz","Religious Diversity among Sogdian Merchants in Sixth-Century China: Zoroastrianism, Buddhism, Manichaeism, and Hinduism","Comparative Studies of South Asia, Africa and the Middle East",Duke University Press,2007,10.1215/1089201x-2007-017,,True,cite journal
1,Silk Road,"Manguin, Pierre-Yves",The Southeast Asian Ship: An Historical Approach,Journal of Southeast Asian Studies,,September 1980,10.1017/S002246340000446X,,True,cite journal
1,Silk Road,"Ilko, Krisztina","Yangzhou, 1342: Caterina Vilioni's Passport to the Afterlife",Transactions of the Royal Historical Society,,2024,10.1017/S0080440124000136,,True,cite journal
1,Sogdia,"Gasparini, Mariachiara",A Mathematic Expression of Art: Sino-Iranian and Uighur Textile Interactions and the Turfan Textile Collection in Berlin,Transcultural Studies,,3 January 2014,10.11588/ts.2014.1.12313,http://heiup.uni-heidelberg.de/journals/index.php/transcultural/article/view/12313/8711#_edn32,False,cite journal
1,Kushan Empire,"Bracey, Robert",The Date of Kanishka since 1960,Indian Historical Review,,2017,10.1177/0376983617694717,https://www.academia.edu/32448882,False,cite journal
1,Kushan Empire,,A Partial Decipherment of the Unknown Kushan Script,Transactions of the Philological Society,,12 July 2023,10.1111/1467-968X.12269,,True,cite journal
1,Sogdia,"Pulleyblank, Edwin G.",A Sogdian Colony in Inner Mongolia.,T'oung Pao,,1952,10.1163/156853252X00094,,True,cite journal
1,Palmyra,"Schlumberger, Daniel",Bornes frontières de la Palmyrène,[[Syria (journal)|Syria]],l'Institut Français du Proche-Orient,1939,10.3406/syria.1939.4166,,True,cite journal
1,Gandhara,"Narasimhan, Vagheesh M.; Patterson, N. J.; Moorjani, Priya; Rohland, Nadin",The Formation of Human Populations in South and Central Asia,[[Science (journal)|Science]],,2019,10.1126/science.aat7487,https://scholar.harvard.edu/vagheesh/centralsouthasia,False,cite journal
1,Kushan Empire,"Marshak, Boris; Grenet, Frantz",Une peinture kouchane sur toile,Comptes rendus des séances de l'Académie des Inscriptions et Belles-Lettres,,2006,10.3406/crai.2006.87101,,True,cite journal
1,Kushan Empire,"Liu, Xinru",Migration and Settlement of the Yuezhi-Kushan: Interaction and Interdependence of Nomadic and Sedentary Societies,[[Journal of World History]],University of Hawaii Press,Fall 2001,10.1353/jwh.2001.0034,https://muse.jhu.edu/article/18413,False,cite journal
1,Sogdia,"Deeg, Max",The Rhetoric of Antiquity. Politico-Religious Propaganda in the Nestorian Steleof Chang'an 安長,Journal for Late Antique Religion and Culture,,2007,10.18573/j.2007.10291,,True,cite journal
1,Sogdia,"Vogelsang, Willem",The sixteen lands of Videvdat – Airyanem Vaejah and the homeland of the Iranians,Persica,,2000,10.2143/PERS.16.0.511,,True,cite journal
1,Sogdia,"Chin, Ken-pa",Jingjiao under the Lenses of Chinese Political Theology,Religions,,26 September 2019,10.3390/rel10100551,,True,cite journal
1,Silk Road,"Frachetti, Michael D.; Smith, C. Evan; Traub, Cynthia M.; Williams, Tim",Nomadic ecology shaped the highland geography of Asia's Silk Roads,Nature,,8 March 2017,10.1038/nature21696,https://discovery.ucl.ac.uk/id/eprint/1544288/,False,cite journal
1,Sogdia,"Yang, Zeng","A Biographical Study on Bukong 不空 (aka. Amoghavajra, 705–774) : Networks, Institutions, and Identities",,University of British Columbia,2010,10.14288/1.0363332,https://open.library.ubc.ca/cIRcle/collections/ubctheses/24/items/1.0363332,False,cite thesis
1,Dunhuang manuscripts,"Ponampon, Phra Kiattisak",Dunhuang Manuscript S.2585: a Textual and Interdisciplinary Study on Early Medieval Chinese Buddhist Meditative Techniques and Visionary Experiences,,University of Cambridge,2019,10.17863/CAM.31982,https://www.repository.cam.ac.uk/handle/1810/284608,False,cite thesis
1,Silk Road,"Levy, Scott C.",Early Modern Central Asia in World History,[[History Compass]],,2012,10.1111/hic3.12004,,True,cite journal
1,Sogdia,"Johnson, Scott Fitzgerald",Silk Road Christians and the Translation of Culture in Tang China,Studies in Church History,Published online by Cambridge University Press,26 May 2017,10.1017/stc.2016.3,https://cambridge.org/core/journals/studies-in-church-history/article/abs/silk-road-christians-and-the-translation-of-culture-in-tang-china/D8E48283153EA2E3C38AF5D36E238A0D,False,cite journal
1,Mogao Caves,"Yang, Xiuqing (杨秀清)",,,[[:zh:五洲传播出版社|China Intercontinental Press]],2006,978-7-5085-0916-7,https://books.google.com/books?id=xtshc7KLLJwC&pg=PT163,False,cite book
1,Silk Road,"Li, Bo; Zheng, Yin",,,Inner Mongolia People's Publishing Corp,2001,978-7-204-04420-7,,True,cite book
1,Mogao Caves,"Huang, Da-Yuan; Chen, Shen-Chi; Chang, Li-Erh; Chen, Po-Shiun; Yeh, Yen-Ting; Hung, Yi-Ping",2014 IEEE International Conference on Multimedia and Expo (ICME),,IEEE,July 2014,978-1-4799-4761-4,,True,cite book
1,Gandhara,余太山著,"A CONCISE COMMENTARY ON MONOGRAPHS ON THE WESTERN REGIONS IN THE OFFICIAL HISTORY BOOKS OF THE WESTERN & EASTERN HAN, WEI, JIN, SOUTHERN & NORTHERN DYNASTIES",,Beijing Book Co. Inc.,1 July 2021,978-7-100-19365-8,https://books.google.com/books?id=pUvJEAAAQBAJ&dq=Ban+Chao+writings+on+kushan+empire&pg=PT290,False,cite book
1,Palmyra,"Chamberlain, Michael; Choueiri",A Companion to the History of the Middle East,,Blackwell Publishing,2005,978-1-4051-5204-4,,True,cite book
1,Palmyra,"Wheeler, Everett L",A Companion to the Roman Army,,Wiley-Blackwell,2011,978-1-4443-9376-7,,True,cite book
1,Palmyra,"Potter, David S.; Potter",A Companion to the Roman Empire,,Blackwell Publishing,2010,978-1-4051-9918-6,,True,cite book
1,Gandhara,"Hansen, Mogens Herman",A Comparative Study of Thirty City-state Cultures: An Investigation,,Kgl. Danske Videnskabernes Selskab,2000,978-87-7876-177-4,https://books.google.com/books?id=8qvY8pxVxcwC&pg=PA377,False,cite book
1,Kushan Empire,"Singh, Upinder",A History of Ancient and Early Medieval India: From the Stone Age to the 12th Century,,Pearson Education India,2008,978-81-317-1120-0,https://books.google.com/books?id=H3lUIIYxWkEC&pg=PA377,False,cite book
1,Silk Road,"Eberhard, Wolfram",A History of China,,Cosimo,2005,978-1-59605-566-7,,True,cite book
1,Gandhara,"Kulke, Hermann; Rothermund, Dietmar",A History of India,,Psychology Press,2004,978-0-415-32919-4,https://books.google.com/books?id=TPVq3ykHyH4C&pg=PA53,False,cite book
1,Palmyra,"Tuck, Steven L.",A History of Roman Art,,John Wiley & Sons,2015,978-1-4443-3025-0,,True,cite book
1,Gandhara,Arthur Anthony Macdonell,A History of Sanskrit Literature,,Motilal Banarsidass,1997,978-81-208-0095-3,https://books.google.com/books?id=8wM-dNOa7fMC&pg=PA130,False,cite book
1,Gandhara,"Boyce, Mary; Grenet, F.","A History of Zoroastrianism, Zoroastrianism under Macedonian and Roman Rule",,BRILL,2015,978-90-04-29391-5,https://books.google.com/books?id=Euh5DwAAQBAJ&pg=PA149,False,cite book
1,Palmyra,"al-Asaad, Khaled; Chatonnet, Françoise Briquel; Yon, Jean-Baptiste; Cussini",A Journey to Palmyra: Collected Essays to Remember Delbert R. Hillers,,Brill,2005,978-90-04-12418-9,,True,cite book
1,Palmyra,"O'Connor, Michael Patrick; Arbeitman","A Linguistic Happening in Memory of Ben Schwartz: Studies in Anatolian, Italic, and Other Indo-European Languages",,Peeters Publishers,1988,978-90-6831-143-3,,True,cite book
1,Palmyra,"Grainger, John D.",A Seleukid Prosopography and Gazetteer,,Brill,1997,978-9-004-10799-1,,True,cite book
1,Palmyra,"Cooke, George Albert","A Text-Book of North-Semitic Inscriptions: Moabite, Hebrew, Phoenician, Aramaic, Nabataean, Palmyrene, Jewish",,The Clarendon Press,1903,978-5-87188-785-1,https://archive.org/details/cu31924096083104,False,cite book
1,Gandhara,"Liljegren, Henrik",A grammar of Palula,,Language Science Press,26 February 2016,978-3-946234-31-9,https://books.google.com/books?id=gRK1CwAAQBAJ&pg=PA14,False,cite book
1,Kushan Empire,"Liu, Xinru; Adas, Michael",Agricultural and pastoral societies in ancient and classical history,,Temple University Press,2001,978-1-56639-832-9,,True,cite book
1,Silk Road,"Simpson, Ray",Aidan of Lindisfarne: Irish Flame Warms a New World,,Wipf and Stock Publishers,2014,978-1-62564-762-7,https://books.google.com/books?id=0CGQBAAAQBAJ&pg=PA184,False,cite book
1,Palmyra,"Winter, Stefan",Aleppo and its Hinterland in the Ottoman Period / Alep et sa province à l'époque ottomane,,Brill,2019,978-90-04-37902-2,,True,cite book
1,Gandhara,"Eggermont, Pierre Herman Leonard",Alexander's Campaigns in Sind and Baluchistan and the Siege of the Brahmin Town of Harmatelia,,Peeters Publishers,1975,978-90-6186-037-2,https://books.google.com/books?id=nG0_xoDS3hUC&pg=PA179,False,citation
1,Gandhara,"Schmidt, Karl J.",An Atlas and Survey of South Asian History,,Routledge,2015,978-1-317-47681-8,https://books.google.com/books?id=BqdzCQAAQBAJ&pg=PA120,False,cite book
1,Silk Road,"Faroqhi, Suraiya; Quataert; İnalcık","An Economic and Social History of the Ottoman Empire, 1300–1914",,Cambridge University Press,1994,978-0-521-57455-6,,True,cite book
1,Palmyra,"Gates, Charles","Ancient Cities: The Archaeology of Urban Life in the Ancient Near East and Egypt, Greece and Rome",,Routledge,2003,978-1-134-67662-0,,True,cite book
1,Palmyra,"Cline, Eric H.; Graham, Mark W.",Ancient Empires: From Mesopotamia to the Rise of Islam,,Cambridge University Press,2011,978-0-521-88911-7,,True,cite book
1,Silk Road,"Gan, Fuxi",Ancient Glass Research Along the Silk Road,,World Scientific,2009,978-9-812-83356-3,https://books.google.com/books?id=MJhpDQAAQBAJ&pg=PA1,False,cite book
1,Kushan Empire,"Mahajan, V.D",Ancient India,,S. Chand Publishing,2016,978-93-5253-132-5,https://books.google.com/books?id=7TJlDwAAQBAJ&pg=PA330,False,cite book
1,Palmyra,"Hachlili, Rachel",Ancient Jewish Art and Archaeology in the Diaspora,,Brill,1998,978-90-04-10878-3,,True,cite book
1,Palmyra,"Mackay, Christopher S.",Ancient Rome: A Military and Political History,,Cambridge University Press,2004,978-0-521-80918-4,,True,cite book
1,Palmyra,"Bryce, Trevor",Ancient Syria: A Three Thousand Year History,,Oxford University Press,2014,978-0-19-100292-2,,True,cite book
1,Palmyra,"Hourani, George Fadlo; Carswell",Arab Seafaring in the Indian Ocean in Ancient and Early Medieval Times,,Princeton University Press,1995,978-0-691-00032-9,,True,cite book
1,Palmyra,"Hoyland, Robert G.",Arabia and the Arabs. From the Bronze Age to the Coming of Islam,,Routledge,2001,978-0-415-19535-5,,True,cite book
1,Palmyra,"Healey, John F.",Aramaic Inscriptions and Documents of the Roman Period,,Oxford University Press,2009,978-0-19-925256-5,,True,cite book
1,Gandhara,"Cunningham, Alexander",Archeological Survey of India: Vol. II,,BoD – Books on Demand,6 December 2022,978-3-368-13568-3,https://books.google.com/books?id=6DegEAAAQBAJ&dq=stupa+pushkalavati&pg=PA90,False,cite book
1,Palmyra,"Walker, Matthew",Architects and Intellectual Culture in Post-Restoration England,,Oxford University Press,2017,978-0-19-106336-7,,True,cite book
1,Palmyra,"Casule, Francesca",Art and History: Syria,,Casa Editrice Bonechi,2008,978-88-476-0119-2,,True,cite book
1,Palmyra,"Benzel, Kim; Graff, Sarah B.; Rakic, Yelena; Watts, Edith W.",Art of the Ancient Near East: A Resource for Educators,,Metropolitan Museum of Art,2010,978-1-58839-358-6,,True,cite book
1,Mogao Caves,,"Art, Religion, and Politics in Medieval China",,University of Hawaii Press,2017-12-31,978-0-8248-6149-0,https://doi.org/10.1515/9780824861490-009,False,citation
1,Gandhara,"Lahiri, Nayanjot",Ashoka in Ancient India,,Harvard University Press,5 August 2015,978-0-674-91525-1,https://books.google.com/books?id=JaVRCgAAQBAJ&q=ashoka+in+ancient+india,False,cite book
1,Silk Road,"Omrani, Bijan; Tredinnick, Jeremy",Asia Overland: Tales of Travel on the Trans-Siberian and Silk Road,,"Odyssey Distribution in the US by [[W. W. Norton & Co]], [[Odyssey Publications]]",2010,978-962-217-811-3,https://books.google.com/books?id=I7USQgAACAAJ,False,cite book
1,Kushan Empire,"Wurm, Stephen A.; Mühlhäusler, Peter; Tryon, Darrell T.","Atlas of Languages of Intercultural Communication in the Pacific, Asia, and the Americas: Vol I: Maps. Vol II: Texts",,Walter de Gruyter,11 February 2011,978-3-11-081972-4,https://books.google.com/books?id=lFW1BwAAQBAJ&pg=PA952,False,cite book
1,Palmyra,"Watson, Alaric",Aurelian and the Third Century,,Routledge,2004,978-1-134-90815-8,,True,cite book
1,Dunhuang manuscripts,"Waley, Arthur",Ballads and Stories from Tun-huang,,Allen and Unwin,1960,978-0-4153-6173-6,,True,cite book
1,Palmyra,"van der Toorn, Karel",Becoming Diaspora Jews: Behind the Story of Elephantine,,Yale University Press,2019,978-0-300-24949-1,,True,cite book
1,Palmyra,"Edwell, Peter","Between Rome and Persia: The Middle Euphrates, Mesopotamia and Palmyra Under Roman Control",,Routledge,2008,978-1-134-09573-5,,True,cite book
1,Kushan Empire,[[Birmingham Museum of Art]],Birmingham Museum of Art: guide to the collection,,Birmingham Museum of Art,2010,978-1-904832-77-5,http://artsbma.org,False,cite book
1,Sogdia,"Grenet, Frantz; Curtis; Stewart",Birth of the Persian Empire Volume I,,I.B.Tauris,2005,978-0-7556-2459-1,,True,cite book
1,Palmyra,"Shahîd, Irfan",Byzantium and the Arabs in the Sixth Century (Part1: Political and Military History),,Dumbarton Oaks Research Library and Collection,1995,978-0-88402-214-5,,True,cite book
1,Palmyra,"Shahîd, Irfan","Byzantium and the Arabs in the Sixth Century (Part1: Toponymy, Monuments, Historical Geography, and Frontier Studies)",,Dumbarton Oaks Research Library and Collection,2002,978-0-88402-284-8,,True,cite book
1,Palmyra,"Downey, Susan",California Studies in Classical Antiquity,,University of California Press,1977,978-0-520-09565-6,,True,cite book
1,Silk Road,"Nishijima, Sadao; Loewe; Twitchett",Cambridge History of China,,Cambridge University Press,1986,978-0-521-24327-8,,True,cite book
1,Mogao Caves,"Agnew, Neville; Reed, Marcia; Ball, Tevvy",Cave Temples of Dunhuang,,Getty Publications,2016,978-1-60606-489-4,https://books.google.com/books?id=HDBZDQAAQBAJ&pg=PA87,False,cite book
1,Mogao Caves,Susan Whitfield; Neville Agnew; Roderick Whitfield,Cave Temples of Mogao at Dunhuang: Art History on the Silk Road: Second Edition,,Getty Publications,2015,978-1-60606-445-0,https://books.google.com/books?id=EWmmCgAAQBAJ&pg=PA55,False,cite book
1,Kushan Empire,"Loewe, Michael A.N.; Hulsewé",China in Central Asia: The Early Stage: 125 BC – AD 23; an Annotated Translation of Chapters 61 and 96 of the History of the Former Han Dynasty,,Brill,1979,978-90-04-05884-2,,True,cite book
1,Sogdia,"Watt, James C. Y.","China: Dawn of a Golden Age, 200–750 AD",,Metropolitan Museum of Art,2004,978-1-58839-126-1,https://books.google.com/books?id=JbdS-R3y72MC&pg=PA148,False,cite book
1,Sogdia,"Goble, Geoffrey C.","Chinese Esoteric Buddhism: Amoghavajra, the Ruling Elite, and the Emergence of a Tradition",,Columbia University Press,2019,978-0-231-55064-2,https://books.google.com/books?id=tImQDwAAQBAJ&dq=%22rituals+that+brought+disease%2C+disaster%2C+and+death+to+one%27s+enemies%22&pg=PT20,False,cite book
1,Palmyra,"Ricca, Simone",Cities of the Middle East and North Africa: A Historical Encyclopedia,,ABC-CLIO,2007,978-1-57607-919-5,,True,cite book
1,Palmyra,"Richardson, Peter",City and Sanctuary: Religion and Architecture in the Roman Near East,,SCM Press,2002,978-0-334-02884-0,,True,cite book
1,Palmyra,"Grabar, Oleg; Holod, Reneta; Knustad, James; Trousdale, William",City in the Desert. Qasr al-Hayr East,,Harvard University Press,1978,978-0-674-13195-8,,True,cite book
1,Palmyra,"Romano, Irene Bald","Classical Sculpture: Catalogue of the Cypriot, Greek, and Roman Stone Sculpture in the University of Pennsylvania Museum of Archaeology and Anthropology",,University of Pennsylvania Press,2006,978-1-934536-29-2,,True,cite book
1,Palmyra,"Drijvers, Hendrik Jan Willem",Cults and Beliefs at Edessa,,Brill,1980,978-90-04-06050-0,,True,cite book
1,Palmyra,"Burns, Ross",Damascus: A History,,Routledge,2007,978-1-134-48849-0,,True,cite book
1,Palmyra,"Hartmann, Udo",Das palmyrenische Teilreich,,Franz Steiner Verlag,2001,978-3-515-07800-9,,True,cite book
1,Sogdia,"Gorshenina, Svetlana; Rapin, Claude",De Kaboul à Samarcande : Les archéologues en Asie centrale,,Éditions Gallimard,2001,978-2-07-076166-1,,True,cite book
1,Palmyra,"Petersen, Andrew",Dictionary of Islamic Architecture,,Routledge,1996,978-1-134-61365-6,https://archive.org/details/dictionaryofisla00andr,False,cite book
1,Mogao Caves,"Bell, Alexander Peter",Didactic Narration: Jataka Iconography in Dunhuang with a Catalogue of Jataka Representations in China,,LIT Verlag Münster,2000,978-3-8258-5134-7,https://books.google.com/books?id=77hHrXX4COgC&pg=PA107,False,cite book
1,Gandhara,"Rhie, Marylin Martin","Early Buddhist Art of China and Central Asia, Volume 2 The Eastern Chin and Sixteen Kingdoms Period in China and Tumshuk, Kucha and Karashahr in Central Asia (2 vols)",,BRILL,15 July 2019,978-90-04-39186-4,https://books.google.com/books?id=ogD1DwAAQBAJ&pg=PA327,False,cite book
1,Gandhara,"Neelis, Jason",Early Buddhist Transmission and Trade Networks: Mobility and Exchange Within and Beyond the Northwestern Borderlands of South Asia,,BRILL,2010,978-90-04-18159-5,,True,cite book
1,Palmyra,"Holt, Peter Malcolm","Early Mamluk Diplomacy, 1260–1290: Treaties of Baybars and Qalāwūn with Christian Rulers",,Brill,1995,978-90-04-10246-0,,True,cite book
1,Mogao Caves,"Rong, Xinjiang",Eighteen Lectures on Dunhuang,,Brill Academic Publishers,2013,978-90-04-25233-2,https://books.google.com/books?id=HvIa9sere_8C&pg=PA427,False,cite book
1,Kushan Empire,"Beckwith, Christopher I.",Empires of the Silk Road: A History of Central Eurasia from the Bronze Age to the Present,,[[Princeton University Press]],2009,978-1-4008-2994-1,,True,cite book
1,Palmyra,"Southern, Patricia",Empress Zenobia: Palmyra's Rebel Queen,,Continuum International Publishing Group,2008,978-1-4411-4248-1,,True,cite book
1,Sogdia,"Lehnert, Martin",Esoteric Buddhism and the Tantras in East Asia,,Brill,2010,978-90-04-20401-0,https://brill.com/abstract/book/edcoll/9789004204010/Bej.9789004184916.i-1200_033.xml,False,cite book
1,Sogdia,"Millward, James A.",Eurasian Crossroads: A History of Xinjiang,,Columbia University Press,2007,978-0-231-13924-3,https://books.google.com/books?id=8FVsWq31MtMC&pg=PA31,False,cite book
1,Gandhara,"André-Salvini, Béatrice",Forgotten Empire: The World of Ancient Persia,,University of California Press,2005,978-0-520-24731-4,https://books.google.com/books?id=kJnaKu9DdNEC,False,cite book
1,Mogao Caves,"McPherson, Naomi",Frescoes and Fables: Mural Stories from the Mogao Grottoes in Dunhuang,,New World Press,1998,978-7-80005-400-6,https://books.google.com/books?id=6wmQAAAAMAAJ&q=mo+desert+high,False,cite book
1,Palmyra,"Tomlinson, Richard A.",From Mycenae to Constantinople: The Evolution of the Ancient City,,Routledge,2003,978-1-134-92894-1,,True,cite book
1,Palmyra,"Millar, Fergus",From Rome to Constantinople: Studies in Honour of Averil Cameron,,Peeters Publishers,2007,978-90-429-1971-6,,True,cite book
1,Palmyra,"Humphreys, R. Stephen","From Saladin to the Mongols: The Ayyubids of Damascus, 1193–1260",,State University of New York Press,1977,978-0-87395-263-7,,True,cite book
1,Sogdia,"Deeg, Max",From the Oxus River to the Chinese Shores: Studies on East Syriac Christianity in China and Central Asia,,LIT Verlag Münster,2013,978-3-643-90329-7,https://books.google.com/books?id=VYaMuV3N5vUC&dq=yisi+stele+guo+lushan&pg=PA113,False,cite book
1,Palmyra,"Elton, Hugh",Frontiers of the Roman Empire,,Indiana University Press,1996,978-0-253-33111-3,,True,cite book
1,Gandhara,"Srinivasan, Doris Meth","Gandhara, the Buddhist Heritage of Pakistan: Legends, Monasteries, and Paradise",,Kunst- und Ausstellungshalle der Bundesrepublik Deutschland; Mainz : Verlag Philipp von Zabern,2008,978-3-8053-3957-5,https://books.google.com/books?id=lHBEAQAAIAAJ,False,cite book
1,Gandhara,"Cacopardo, Alberto M.; Cacopardo, Augusto S.","Gates of Peristan: History, Religion and Society in the Hindu Kush",,IsIAO,2001,978-88-6323-149-6,https://books.google.com/books?id=ghFuAAAAMAAJ,False,cite book
1,Palmyra,"Drijvers, Hendrik Jan Willem",Genres in Visual Representations: Proceedings of a Conference Held in 1986 by Invitation of the Werner-Reimers-Stiftung in Bad Homburg (Federal Republic of Germany).,,Brill,1990,978-90-04-09094-1,,True,cite book
1,Gandhara,Thomas Theye; Simona Pannuzi; Carlo Rosa,Geological overwiew of Gandharan sites and petrographical analysis on Gandharan stucco and clay artefacts,Restauro Archeologico,Firenze University Press,2019,10.13128/RA-25095,https://doaj.org/article/4c2c60120f2343ccb1e43d8299572e53,False,cite journal
1,Palmyra,"Raschke, Manfred G.","Geschichte und Kultur Roms im Spiegel der neueren Forschung, II Principat",,De Gruyter,1978,978-3-11-001885-1,https://archive.org/details/aufstiegundniede0000unse,False,cite book
1,Kushan Empire,"Reden, Sitta",Handbook of Ancient Afro-Eurasian Economies: Volume 1: Contexts,,Walter de Gruyter GmbH & Co KG,2 December 2019,978-3-11-060494-8,https://books.google.com/books?id=H_UEEAAAQBAJ&pg=PT505,False,cite book
1,Palmyra,"Murtonen, Aimo Edvard",Hebrew in its West Semitic Setting. A Comparative Survey of Non-Masoretic Hebrew Dialects and Traditions. Part 1. A Comparative Lexicon,,Brill,1986,978-90-04-08899-3,,True,cite book
1,Palmyra,"Kaizer, Ted",Hellenism and the Local Communities of the Eastern Mediterranean: 400 BCE–250 CE,,Oxford University Press,2017,978-0-192-52819-3,,True,cite book
1,Palmyra,"Bubeník, Vít",Hellenistic and Roman Greece as a Sociolinguistic Area,,John Benjamins Publishing,1989,978-9-027-23551-0,,True,cite book
1,Gandhara,"Saxena, Anju",Himalayan Languages: Past and Present,,Walter de Gruyter,12 May 2011,978-3-11-089887-3,https://books.google.com/books?id=vTgv1ZYGZdoC&pg=PA35,False,cite book
1,Gandhara,"Blurton, T. Richard",Hindu Art,,Harvard University Press,1993,978-0-674-39189-5,https://books.google.com/books?id=xJ-lzU_nj_MC,False,cite book
1,Sogdia,"GRENET, Frantz",Histoire et cultures de l'Asie centrale préislamique,,Collège de France,2020,978-2-7226-0516-9,https://journals.openedition.org/annuaire-cdf/pdf/15896,False,cite book
1,Palmyra,"Élisséeff, Nikita; Bosworth",Historic Cities of the Islamic World,,Brill,2007,978-90-04-15388-2,,True,cite book
1,Sogdia,"Baumer, Christoph","History of Central Asia, The: 4-volume set",,[[Bloomsbury Publishing]],18 April 2018,978-1-83860-868-2,https://books.google.com/books?id=DhiWDwAAQBAJ&pg=RA1-PA243,False,cite book
1,Kushan Empire,Puri; Etemadi,"History of Civilizations of Central Asia. Volume II The Development of Sedentary and Nomadic Civilizations, 700&nbsp;B.C. to A.D.&nbsp;250",,Motilal Banarsidass,1999,978-8-1208-1408-0,https://books.google.com/books?id=DguGWP0vGY8C,False,cite book
1,Kushan Empire,"Dani, A. H.; Asimov, M. S.; Litvinsky, B. A.; Zhang, Guang-da; Samghabadi, R. Shabani; Bosworth, C. E.","History of Civilizations of Central Asia: The Development of Sedentary and Nomadic Civilizations, 700 B. C. to A",,UNESCO,1 January 1994,978-92-3-102846-5,https://books.google.com/books?id=9U6RlVVjpakC&pg=PA321,False,cite book
1,Palmyra,"Kuzevanov, Oleg Arnoldovich; Tushkina, Marina S.; Trynova, Aleksandra Victorovna","History of Construction, Study and Restoration of the Triumphal Arch of Palmyra",Bulletin of Rescue Archaeology of The Institute for the History of Material Culture of the [[Russian Academy of Sciences]],Russian Academy of Sciences,2022,978-5-907298-39-2,https://www.academia.edu/97664134/,False,cite journal
1,Silk Road,"Sun, Guangqi",History of Navigation in Ancient China,,[[Ocean Press]],1989,978-7-5027-0532-9,,True,cite book
1,Gandhara,"Dani, Ahmad Hasan",History of Northern Areas of Pakistan: Upto 2000 A.D.,,Sang-e-Meel Publications,2001,978-969-35-1231-1,https://books.google.com/books?id=MOltAAAAMAAJ&q=gandhari,False,cite book
1,Gandhara,Khoinaijam Rita Devi,History of ancient India: on the basis of Buddhist literature,,Akansha Publishing House,1 January 2007,978-81-8370-086-3,https://books.google.com/books?id=R0UwAQAAIAAJ,False,cite book
1,Palmyra,"Ben-Yehoshua, Shimshon; Borowitz, Carole; Hanus, Lumír Ondøej; Janick",Horticultural Reviews,,John Wiley & Sons,2012,978-1-118-10058-5,,True,cite book
1,Palmyra,"Kaizer, Ted","Imaginary Kings: Royal Images in the Ancient Near East, Greece and Rome",,Franz Steiner Verlag,2005,978-3-515-08765-0,,True,cite book
1,Palmyra,"Ando, Clifford",Imperial Rome AD 193 to 284: The Critical Century,,Edinburgh University Press,2012,978-0-7486-5534-2,,True,cite book
1,Palmyra,"Cotterman, William W.",Improbable Women: Five who Explored the Middle East,,Syracuse University Press,2013,978-0-8156-5231-1,,True,cite book
1,Gandhara,"Karttunen, Klaus",India in Early Greek Literature,,Finnish Oriental Society,1989,978-951-9380-10-0,https://books.google.com/books?id=1TxZAAAAMAAJ,False,cite book
1,Kushan Empire,"Avari, Burjor",India: The Ancient Past,,Routledge,2007,978-0-415-35616-9,,True,cite book
1,Gandhara,"Salomon, Richard","Indian Epigraphy: A Guide to the Study of Inscriptions in Sanskrit, Prakrit, and the other Indo-Aryan Languages",,Oxford University Press,10 December 1998,978-0-19-535666-3,https://books.google.com/books?id=XYrG07qQDxkC&pg=PA79,False,cite book
1,Gandhara,Rai Govind Chandra,Indo-Greek Jewellery,,Abhinav Publications,1 January 1979,978-81-7017-088-4,https://books.google.com/books?id=97od3sgsAjcC&pg=PA82,False,cite book
